motor_time_fraction,motor_angle_deg,small_fraction_0_1,large_fraction_0_1,dsmall_dt,dlarge_dt
5.208333333333333912e-03,1.875000000000000222e+00,8.898293031066405179e-02,8.973388719350706699e-01,1.057872511371168445e+00,3.700374253111347489e+00
5.555555555555555768e-03,2.000000000000000000e+00,8.935077354901015123e-02,8.986204451276271765e-01,1.060908037173688978e+00,3.681466437121094781e+00
5.902777777777777624e-03,2.125000000000000000e+00,8.971967443743236736e-02,8.998954313903558822e-01,1.063964595192833373e+00,3.662433692337328406e+00
6.250000000000000347e-03,2.250000000000000000e+00,9.008964029894180048e-02,9.011637875071601966e-01,1.067042301443512864e+00,3.643276952960620374e+00
6.597222222222222203e-03,2.375000000000000000e+00,9.046067849673113115e-02,9.024254705877010618e-01,1.070141271353121315e+00,3.623997161143433399e+00
6.944444444444444926e-03,2.500000000000000000e+00,9.083279643396696690e-02,9.036804380701449757e-01,1.073261619741241457e+00,3.604595266914054630e+00
7.291666666666666782e-03,2.625000000000000000e+00,9.120600155357574956e-02,9.049286477238862592e-01,1.076403460798933676e+00,3.585072228099927649e+00
7.638888888888889506e-03,2.750000000000000000e+00,9.158030133802105843e-02,9.061700576522407902e-01,1.079566908067594255e+00,3.565429010250380948e+00
7.986111111111112229e-03,2.875000000000000444e+00,9.195570330907459899e-02,9.074046262951139807e-01,1.082752074417392629e+00,3.545666586558772870e+00
8.333333333333333218e-03,3.000000000000000000e+00,9.233221502757965604e-02,9.086323124316413313e-01,1.085959072025293626e+00,3.525785937784044588e+00
8.680555555555555941e-03,3.125000000000000000e+00,9.270984409320603969e-02,9.098530751828016738e-01,1.089188012352656498e+00,3.505788052171705527e+00
9.027777777777778664e-03,3.250000000000000444e+00,9.308859814419814804e-02,9.110668740140026589e-01,1.092439006122424061e+00,3.485673925374239257e+00
9.374999999999999653e-03,3.375000000000000000e+00,9.346848485711398147e-02,9.122736687376393760e-01,1.095712163295899932e+00,3.465444560370956051e+00
9.722222222222222376e-03,3.500000000000000000e+00,9.384951194655712092e-02,9.134734195156237746e-01,1.099007593049121434e+00,3.445100967387277002e+00
1.006944444444444510e-02,3.625000000000000444e+00,9.423168716489976893e-02,9.146660868618867735e-01,1.102325403748823485e+00,3.424644163813486131e+00
1.041666666666666782e-02,3.750000000000000444e+00,9.461501830199706142e-02,9.158516316448517269e-01,1.105665702928003702e+00,3.404075174122925151e+00
1.076388888888888881e-02,3.875000000000000000e+00,9.499951318489414931e-02,9.170300150898804681e-01,1.109028597261094262e+00,3.383395029789664221e+00
1.111111111111111154e-02,4.000000000000000000e+00,9.538517967752274673e-02,9.182011987816873777e-01,1.112414192538737634e+00,3.362604769205644217e+00
1.145833333333333426e-02,4.125000000000000000e+00,9.577202568039056008e-02,9.193651446667302496e-01,1.115822593642173066e+00,3.341705437597290551e+00
1.180555555555555525e-02,4.250000000000000000e+00,9.616005913026073881e-02,9.205218150555664058e-01,1.119253904517243825e+00,3.320698086941630489e+00
1.215277777777777797e-02,4.375000000000000000e+00,9.654928799982259724e-02,9.216711726251826109e-01,1.122708228148018961e+00,3.299583775881888226e+00
