case,policy,attempt,normalized_residual,retained,anderson_trial
production_cold,anderson_m3_b0.5,100,6.231869448180369,True,False
production_cold,anderson_m3_b0.8,1,344151.7247386312,True,False
production_cold,anderson_m3_b0.8,2,4686.999333005334,True,False
production_cold,anderson_m3_b0.8,3,4249.226843349656,True,True
production_cold,anderson_m3_b0.8,4,4428.341613837143,True,True
production_cold,anderson_m3_b0.8,5,4542.872821564056,True,False
production_cold,anderson_m3_b0.8,6,4766.115303442144,True,True
production_cold,anderson_m3_b0.8,7,4676.5391252676745,True,False
production_cold,anderson_m3_b0.8,8,4356.941767150708,True,False
production_cold,anderson_m3_b0.8,9,4056.1617228065843,True,False
production_cold,anderson_m3_b0.8,10,3776.506813465355,True,False
production_cold,anderson_m3_b0.8,11,3517.6597794044887,True,False
production_cold,anderson_m3_b0.8,12,3276.2463739538366,True,False
production_cold,anderson_m3_b0.8,13,3051.225830671756,True,False
production_cold,anderson_m3_b0.8,14,2841.8857626390186,True,False
production_cold,anderson_m3_b0.8,15,2647.1317895749785,True,False
production_cold,anderson_m3_b0.8,16,2465.9061958279167,True,False
production_cold,anderson_m3_b0.8,17,2297.237901695874,True,False
production_cold,anderson_m3_b0.8,18,2140.2530002413387,True,False
production_cold,anderson_m3_b0.8,19,1993.9655475772252,True,False
production_cold,anderson_m3_b0.8,20,1857.4497228883638,True,False
production_cold,anderson_m3_b0.8,21,1731.0725625887974,True,False
production_cold,anderson_m3_b0.8,22,1613.3733132584885,True,False
production_cold,anderson_m3_b0.8,23,1503.7596086499614,True,False
production_cold,anderson_m3_b0.8,24,1401.6612621790528,True,False
production_cold,anderson_m3_b0.8,25,1306.5525443137428,True,False
production_cold,anderson_m3_b0.8,26,1217.949734226041,True,False
production_cold,anderson_m3_b0.8,27,1135.399308577308,True,False
production_cold,anderson_m3_b0.8,28,1058.4988688796548,True,False
production_cold,anderson_m3_b0.8,29,986.8091969934878,True,False
production_cold,anderson_m3_b0.8,30,920.0359289335854,True,False
production_cold,anderson_m3_b0.8,31,857.7774106760719,True,False
production_cold,anderson_m3_b0.8,32,799.7250266472845,True,False
production_cold,anderson_m3_b0.8,33,745.7055355699398,True,False
production_cold,anderson_m3_b0.8,34,695.3500040975342,True,False
production_cold,anderson_m3_b0.8,35,648.4147726756527,True,False
production_cold,anderson_m3_b0.8,36,604.655208981306,True,False
production_cold,anderson_m3_b0.8,37,563.8678054691289,True,False
production_cold,anderson_m3_b0.8,38,525.8433463839269,True,False
production_cold,anderson_m3_b0.8,39,490.3833040002068,True,False
production_cold,anderson_m3_b0.8,40,457.3264289440568,True,False
production_cold,anderson_m3_b0.8,41,426.51526661933866,True,False
production_cold,anderson_m3_b0.8,42,397.77609471414075,True,False
production_cold,anderson_m3_b0.8,43,370.9837378668176,True,False
production_cold,anderson_m3_b0.8,44,345.99599985776604,True,False
production_cold,anderson_m3_b0.8,45,322.70312061390615,True,False
