theta_deg,theta_rad,normalized_t_deg,small_fraction_0_1,large_fraction_0_1,small_dq_dtheta_per_rad,large_dq_dtheta_per_rad,small_d2q_dtheta2_per_rad2,large_d2q_dtheta2_per_rad2
19.75,0.34470252726888007,340.25,0.053962403955637936,0.7469564437033096,-0.24366350245121984,-1.3073700923669096,0.4079580695631266,-0.27449809355745053
20.0,0.3490658503988659,340.0,0.05290311813041086,0.7412498018582068,-0.24187430429608808,-1.3082591412846936,0.41215201105701466,-0.13326504162598463
20.25,0.3534291735288517,339.75,0.05185167911735007,0.7355406202869705,-0.24006677974092128,-1.3085353849076278,0.416358262756361,0.006362126286725787
20.5,0.35779249665883756,339.5,0.05080816699745835,0.7298315570174176,-0.2382408752007566,-1.308206210315076,0.42057676578795716,0.14420919045453745
20.75,0.3621558197888234,339.25,0.0497726620849866,0.7241252361867039,-0.236396537347514,-1.307279764763362,0.42480746127859464,0.28010193115127147
21.0,0.3665191429188092,339.0,0.04874524492631291,0.7184242447244236,-0.23453371310999652,-1.3057649556857724,0.42905029035506526,0.41386612865078987
21.25,0.37088246604879505,338.75,0.04772599629882176,0.7127311290357125,-0.23265234967388962,-1.3036714506925517,0.43330519414415974,0.5453275632269065
21.5,0.3752457891787809,338.5,0.04671499720978312,0.7070483916843497,-0.23075239448176202,-1.3010096775709077,0.4375721137726707,0.6743120151534844
21.75,0.37960911230876665,338.25,0.04571232889523156,0.7013784880758613,-0.22883379523306505,-1.297790824285008,0.441850990367389,0.8006452647043417
22.0,0.3839724354387525,338.0,0.04471807281884538,0.6957238231406203,-0.22689649988413296,-1.2940268389759813,0.44614176505510655,0.9241530921533384
22.25,0.3883357585687383,337.75,0.04373231067082585,0.6900867480169524,-0.22494045664818266,-1.2897304299619174,0.4504443789626147,1.0446612777742954
22.5,0.39269908169872414,337.5,0.042755124366776205,0.6844695567342332,-0.22296561399531398,-1.2849150657378654,0.4547587732167048,1.161995601841065
22.75,0.39706240482870997,337.25,0.041786596046580936,0.6788744828959968,-0.22097192065250976,-1.279594974975838,0.45908488894416893,1.2759818446274753
23.0,0.4014257279586958,337.0,0.040826808073284794,0.6733036963630316,-0.2189593256036356,-1.273785146524806,0.4634226672717984,1.3864457864073796
