theta_deg,phase,u_from_high_turn_deg,E_x,E_y,candidate_projected_velocity,candidate_velocity_normalized,target_velocity,target_velocity_normalized
190.5,long_regular,191.68818720333473,4.049202868513672,-1.2896256663924754,0.4914170740488476,0.26402415818754005,0.2930348211803726,0.9245166271445752
190.75,long_regular,191.93818720333473,4.050162386685109,-1.287217647104511,0.49744738408070327,0.26726406907759653,0.29471986852362303,0.9298329041661442
191.0,long_regular,192.18818720333473,4.051141679935686,-1.2847783136485975,0.50351446476882,0.27052373577606514,0.29639059036333,0.935103984626551
191.25,long_regular,192.43818720333473,4.0521406418621995,-1.2823075244236528,0.5096182086607091,0.2738031005518363,0.2980468618351641,0.9403294745823447
191.5,long_regular,192.68818720333473,4.053159164543542,-1.279805138644742,0.5157585046742146,0.27710210372368577,0.2996885601925405,0.9455089867714991
191.75,long_regular,192.93818720333473,4.054197138540232,-1.2772710163595002,0.5219352380941535,0.2804206836584687,0.301315564806619,0.9506421406134127
192.00000000000003,long_regular,193.18818720333476,4.055254452894134,-1.2747050184645703,0.5281482905695822,0.28375877676965144,0.3029277571663041,0.9557285622089093
192.25,long_regular,193.43818720333473,4.056330995128381,-1.2721070067219813,0.5343975401116959,0.2871163175161833,0.30452502087824507,0.9607678843402376
192.5,long_regular,193.68818720333473,4.057426651247508,-1.2694768437754802,0.54068286109237,0.29049323840171193,0.3061072416668357,0.9657597464710712
192.75,long_regular,193.93818720333473,4.058541305737761,-1.2668143931668827,0.5470041242433444,0.29388946997414617,0.3076743073742147,0.9707037947465086
193.0,long_regular,194.18818720333473,4.059674841567662,-1.2641195193523003,0.5533611966560585,0.29730494082556647,0.3092261079602651,0.9755996819930731
193.25000000000003,long_regular,194.43818720333476,4.060827140188712,-1.2613920877183946,0.5597539417821412,0.3007395775924886,0.31076253550261507,0.9804470677187138
193.5,long_regular,194.68818720333473,4.061998081536361,-1.258631964598551,0.5661822194345604,0.30419330495648134,0.31228348419663693,0.9852456181128033
