theta_deg,theta_rad,small_volume_m3,large_volume_m3,small_volume_l,large_volume_l,small_fraction_0_1,large_fraction_0_1,small_centered_minus1_plus1,large_centered_minus1_plus1,small_dq_dtheta_per_rad,large_dq_dtheta_per_rad,small_d2q_dtheta2_per_rad2,large_d2q_dtheta2_per_rad2,small_centered_dq_dtheta_per_rad,large_centered_dq_dtheta_per_rad,small_centered_d2q_dtheta2_per_rad2,large_centered_d2q_dtheta2_per_rad2,total_cylinder_volume_l,dtotal_volume_dtheta_l_per_rad
2.5,0.04363323129985824,0.0002102118709926314,0.0009950492052864272,0.2102118709926314,0.9950492052864272,0.24275474964590205,0.9949996973392915,-0.5144905007081959,0.989999394678583,-0.3207542304379512,0.08735723719378212,0.07637859490845256,-0.7549148322531986,-0.6415084608759024,0.17471447438756424,0.15275718981690511,-1.509829664506397,1.2052610762790585,-0.18027358056841272
2.75,0.04799655442984406,0.00020904849067167005,0.0009954194802278178,0.20904849067167006,0.9954194802278178,0.24135592330760328,0.995373675030096,-0.5172881533847935,0.990747350060192,-0.3204203133745546,0.08406062248983122,0.07668089431347337,-0.7561343189685987,-0.6408406267491092,0.16812124497966244,0.15336178862694674,-1.5122686379371975,1.2044679708994879,-0.18325984232157888
3.0,0.05235987755982989,0.00020788632454688428,0.0009957755020437585,0.20788632454688427,0.9957755020437585,0.23995855689565848,0.9957332570641961,-0.520082886208683,0.9914665141283923,-0.32008503558217505,0.08075878796077415,0.07700231861329453,-0.7573074006436502,-0.6401700711643501,0.1615175759215483,0.15400463722658905,-1.5146148012873004,1.2036618265906427,-0.18625014052302263
3.25,0.05672320068981571,0.00020672537770781852,0.000996117248621771,0.20672537770781851,0.9961172486217711,0.23856265652963896,0.9960784211079888,-0.5228746869407221,0.9921568422159777,-0.3197483134649955,0.07745193638653232,0.07734293492573333,-0.7584339407860435,-0.639496626929991,0.15490387277306464,0.15468586985146665,-1.516867881572087,1.2028426263295897,-0.18924420487531077
3.5,0.061086523819801536,0.00020556565554790025,0.0009964446987266813,0.20556565554790024,0.9964446987266813,0.2371682286944991,0.9964091457139481,-0.5256635426110018,0.9928182914278962,-0.3194100631421036,0.07414027113083861,0.07770280680977228,-0.7595138082917055,-0.6388201262842071,0.14828054226167722,0.15540561361954455,-1.519027616583411,1.2020103542745815,-0.19224176426586972
3.75,0.06544984694978735,0.00020440716376544682,0.0009967578320030886,0.20440716376544682,0.9967578320030887,0.23577528024178726,0.9967254103231195,-0.5284494395164254,0.9934508206462389,-0.3190702004630372,0.07082399611768729,0.07808199425793648,-0.7605468774633916,-0.6381404009260744,0.14164799223537458,0.15616398851587296,-1.5210937549267831,1.2011649957685355,-0.1952425468032316
4.0,0.06981317007977318,0.0002032499083646145,0.0009970566289777378,0.2032499083646145,0.9970566289777378,0.23438381839078648,0.9970271952675152,-0.531232363218427,0.9940543905350303,-0.3187286410233605,0.06750331580770044,0.0784805536892216,-0.7615330280285142,-0.637457282046721,0.13500663161540088,0.1569611073784432,-1.5230660560570284,1.2003065373423525,-0.1982462798533885
4.25,0.07417649320975901,0.00020209389565629282,0.0009973410710617844,0.20209389565629282,0.9973410710617844,0.23299385072959017,0.9973144817724022,-0.5340122985408197,0.9946289635448045,-0.3183853001802722,0.06417843517442409,0.07889853794256849,-0.7624721451561981,-0.6367706003605444,0.12835687034884818,0.15779707588513697,-1.5249442903123962,1.1994349667180773,-0.20125269007624216
4.5,0.07853981633974483,0.00020093913225894015,0.0009976111405529597,0.20093913225894014,0.9976111405529597,0.2316053852161066,0.9975872519584893,-0.5367892295677867,0.9951745039169786,-0.31804009306823877,0.060849559680544396,0.07933599627088896,-0.7633641194735722,-0.6360801861364775,0.12169911936108879,0.1586719925417779,-1.5267282389471444,1.1985502728119,-0.20426150346215463
4.75,0.08290313946973066,0.00019978562509936405,0.0009978668206376325,0.19978562509936404,0.9978668206376325,0.23021843017899726,0.9978454888440088,-0.5395631396420055,0.9956909776880176,-0.31769293461465364,0.057516895254042875,0.07979297433564085,-0.7642088470812786,-0.6353858692293073,0.11503379050808575,0.1595859486712817,-1.5284176941625571,1.1976524457369966,-0.20727244536858036
5.0,0.08726646259971647,0.0001986333814134447,0.000998108095392768,0.1986333814134447,0.998108095392768,0.22883299431854662,0.9980891763466957,-0.5423340113629067,0.9961783526933914,-0.317343739555519,0.05418064826427887,0.08026951420195419,-0.7650062295682148,-0.634687479111038,0.10836129652855774,0.16053902840390838,-1.5300124591364297,1.1967414768062128,-0.21028524055678918
5.25,0.0916297857297023,0.00019748240874679966,0.0009983349497877823,0.19748240874679968,0.9983349497877823,0.2274490867074615,0.9983182992856601,-0.545101826585077,0.9966365985713201,-0.31699242245114734,0.05084102549801109,0.08076565433430877,-0.7657561740254929,-0.6339848449022947,0.10168205099602218,0.16153130866861753,-1.5315123480509858,1.195817358534582,-0.213299613228666
5.5,0.09599310885968812,0.00019633271495539514,0.0009985473696862935,0.19633271495539514,0.9985473696862935,0.22606671679160606,0.9985328433831564,-0.5478665664167879,0.9970656867663128,-0.3166388977018801,0.04749823413536342,0.08128142959276217,-0.766458593059621,-0.6332777954037602,0.09499646827072684,0.16256285918552435,-1.532917186119242,1.1948800846416887,-0.21631528706358005
5.75,0.10035643198967395,0.00019518430820609568,0.00099874534184777,0.19518430820609567,0.99874534184777,0.22468589439066267,0.9987327952662477,-0.5506282112186747,0.9974655905324954,-0.3162830795638234,0.04415248172572791,0.08181687122973166,-0.7671134048049011,-0.6325661591276468,0.08830496345145582,0.16363374245946333,-1.5342268096098022,1.1939296500538656,-0.2193319852553304
6.0,0.10471975511965978,0.00019403719697715983,0.0009989288539290727,0.19403719697715982,0.9989288539290727,0.2233066296987279,0.9989181424683634,-0.5533867406025442,0.9978362849367268,-0.3159248821645936,0.04080397616362423,0.08237200688732609,-0.7677205329350447,-0.6318497643291872,0.08160795232724846,0.16474401377465217,-1.5354410658700894,1.1929660509062325,-0.22234943054914297
6.25,0.1090830782496456,0.00019289139005867833,0.000999097894485894,0.19289139005867834,0.999097894485894,0.22192893328483942,0.9990888734307529,-0.5561421334303212,0.9981777468615058,-0.31556421951907687,0.03745292566450294,0.08294686059523135,-0.7682799066740024,-0.6311284390381537,0.07490585132900587,0.1658937211904627,-1.5365598133480047,1.1919892845445725,-0.22536734527873428
6.5,0.11344640137963143,0.00019174689655295462,0.0009992524529740922,0.19174689655295463,0.9992524529740923,0.22055281609343352,0.9992449775038331,-0.558894367813133,0.9984899550076662,-0.3152010055451935,0.03409953874050554,0.08354145276914726,-0.7687914608060055,-0.630402011090387,0.06819907748101108,0.16708290553829452,-1.537582921612011,1.190999349527047,-0.22838545140342273
6.75,0.11780972450961724,0.00019060372587482695,0.0009993925197509207,0.19060372587482696,0.9993925197509207,0.21917828944473242,0.9993864449484299,-0.5616434211105352,0.9987728898968598,-0.31483515407967044,0.030744024176183386,0.084155800209777,-0.7692551356848208,-0.6296703081593409,0.06148804835236677,0.168311600419554,-1.5385102713696417,1.1899962456257476,-0.2314034705452869
