theta_deg,E_x,E_y,E_speed,E_speed_smooth,E_tangential_acceleration,E_normal_acceleration,target_large_acceleration_smoothed
10.0,2.300972800755126,1.2109616281675197,2.4581419212297364,2.452345742872048,5.289706137941659,-6.915048143834977,-4.640810052360264
10.25,2.310923392068589,1.2068203958541535,2.4821126356679835,2.475355049121854,5.254624128202707,-6.979195620029991,-4.5902899193401625
10.5,2.3209182096050553,1.2025161431738378,2.5059406692707142,2.498200988867985,5.214780361582709,-7.043414792560338,-4.534581101018533
10.75,2.3309541457785214,1.1980474885324268,2.5296040719563306,2.5208625926608335,5.1700893318002015,-7.107640161500451,-4.473857817121568
11.0,2.3410279784094743,1.1934131421349548,2.553080426691715,2.5433185295990586,5.120471101660596,-7.17180280490827,-4.408294287375383
11.25,2.351136371638588,1.188611911634741,2.576346872730185,2.565547132649433,5.065851772385284,-7.235830439653479,-4.338064731506179
11.5,2.361275877150444,1.183642707815711,2.599380131357085,2.5875264260221154,5.0061639553031725,-7.299647499567053,-4.2633433692400855
11.75,2.3714429357192746,1.1785045502897167,2.622156534193424,2.609234154606784,4.941347243590954,-7.363175231651783,-4.184304420303218
12.000000000000002,2.3816338790879104,1.173196573189391,2.644652054096899,2.6306478154646196,4.871348681598709,-7.426331811032345,-4.10112210442183
12.25,2.3918449321901885,1.1677180308358688,2.6668423386874496,2.6517446913600753,4.7961232291691624,-7.489032475236926,-4.013970641322062
12.5,2.4020722157259957,1.16206830335953,2.6887027465111566,2.672501886304812,4.715634218230579,-7.551189678302787,-3.9230242507300677
12.75,2.412311749096932,1.15624690225085,2.7102083858418746,2.6928963630739915,4.629853798833224,-7.612713265094033,-3.8284571523719744
