theta_deg,E_x,E_y,E_speed,E_projected_velocity,E_projected_acceleration,target_velocity,target_acceleration
55.25,1.6776595052757957,0.1847620858042207,1.0369621480978182,-0.9166166756823422,0.0230014581918473,-0.20533836159958901,-0.09980861206925498
55.5,1.674677580660513,0.18816506271776873,1.0369664509148455,-0.9165196372325273,0.02148611633064166,-0.20577691582751145,-0.10119045181808581
55.75,1.6716962891401324,0.19156859473403937,1.0369623090804263,-0.9164291739456241,0.019987784956097352,-0.20622141487749215,-0.10253361835677798
56.0,1.6687155564619538,0.19497256779679534,1.0369497733714403,-0.916345210903695,0.01850677687585636,-0.206671690444666,-0.10383831283805561
56.25,1.6657353091346323,0.19837686889341438,1.0369288947507713,-0.9162676718504162,0.01704339290979562,-0.20712757510186214,-0.10510473641464606
56.5,1.6627554744284996,0.20178138604038826,1.0368997243430726,-0.9161964792427015,0.015597922198731665,-0.20758890229960417,-0.10633309023927344
56.75,1.6597759803757357,0.2051860082690405,1.0368623134113693,-0.9161315543009974,0.014170642506064444,-0.20805550636610992,-0.10752357546466824
57.00000000000001,1.6567967557704044,0.20859062561145747,1.036816713334474,-0.9160728170582746,0.012761820512818276,-0.2085272225072917,-0.10867639324357051
57.25,1.6538177301683445,0.21199512908663637,1.0367629755851955,-0.9160201864077487,0.011371712105927337,-0.20900388680675613,-0.10979174472868848
57.5,1.650838833886929,0.21539941068684443,1.0367011517093174,-0.9159735801493559,0.0100005626600328,-0.20948533622580406,-0.11086983107274945
57.74999999999999,1.6478599980046988,0.21880336336418305,1.0366312933053172,-0.915932915035014,0.008648607312778937,-0.20997140860343083,-0.11191085342849348
58.00000000000001,1.6448811543608661,0.22220688101736413,1.0365534520048147,-0.9158981068126959,0.007316071233989809,-0.21046194265632606,-0.11291501294863517
58.25,1.6419022355547024,0.22560985847868503,1.0364676794537202,-0.9158690702693422,0.0060031698887138656,-0.2109567779788737,-0.11388251078591452
58.5,1.6389231749448132,0.2290121915012091,1.0363740272940678,-0.9158457192726386,0.004710109293945602,-0.21145575504315214,-0.11481354809304616
58.75,1.635943906648294,0.2324137767461405,1.0362725471465053,-0.9158279668116881,0.003437086269723982,-0.21195871519893394,-0.11570832602276056
59.00000000000001,1.6329643655397852,0.23581451177040136,1.0361632905934326,-0.9158157250365977,0.002184288684505875,-0.21246550067368625,-0.1165670457277946
59.25000000000001,1.629984487250423,0.2392142950143959,1.0360463091627585,-0.9158089052970088,0.000951895694470989,-0.21297595457257035,-0.11738990836086921
59.5,1.627004208166687,0.24261302578997568,1.035921654312265,-0.9158074181795957,-0.0002599220222620824,-0.21348992087844204,-0.11817711507470219
59.75,1.6240234654291572,0.24601060426858262,1.035789377414553,-0.9158111735445522,-0.0014510020370430339,-0.21400724445185124,-0.11892886702203356
59.99999999999999,1.621042196931176,0.2494069314695867,1.0356495297425636,-0.9158200805610954,-0.0026211899475802993,-0.21452777103104254,-0.11964536535559064
60.25000000000001,1.6180603413174215,0.25280190924880547,1.0355021624556426,-0.9158340477420049,-0.00377033915981861,-0.21505134723195454,-0.12032681122808804
60.5,1.6150778379823971,0.256195440287205,1.0353473265861453,-0.9158529829772233,-0.004898310674930888,-0.21557782054822044,-0.1209734057922626
60.75,1.6120946270688368,0.25958742807978163,1.035185073026555,-0.9158767935665365,-0.0060049728813735825,-0.21610703935116762,-0.12158535020083844
